#timestamp [ns],p_x [m],p_y [m],p_z [m],q_w,q_x,q_y,q_z,v_x [m/s],v_y [m/s],v_z [m/s],bg_x,bg_y,bg_z,ba_x,ba_y,ba_z
1764838901583333377,-1.921784678,44.632168844,0.000000001,0.991961034,0.000000000,0.000000000,-0.126543699,0.011662159,-0.005314553,-0.000000074,0.0,0.0,0.0,0.0,0.0,0.0
1764838901607936490,-1.921631943,44.632029961,0.000000001,0.991960714,0.000000000,0.000000000,-0.126546206,0.012987252,-0.004654364,-0.000000087,0.0,0.0,0.0,0.0,0.0,0.0
1764838901633027123,-1.921482042,44.631859869,0.000000001,0.991961148,0.000000000,0.000000000,-0.126542803,0.013971479,-0.006895577,0.000000079,0.0,0.0,0.0,0.0,0.0,0.0
1764838901657949753,-1.921370580,44.631807889,0.000000001,0.991961267,0.000000000,0.000000000,-0.126541870,0.014039046,-0.002834525,0.000000019,0.0,0.0,0.0,0.0,0.0,0.0
1764838901683226076,-1.921156801,44.631656134,0.000000000,0.991961739,0.000000000,0.000000000,-0.126538167,0.014978526,-0.001969612,-0.000000070,0.0,0.0,0.0,0.0,0.0,0.0
1764838901707898984,-1.921116274,44.631626605,0.000000001,0.991961793,0.000000000,0.000000000,-0.126537743,0.014459875,-0.000375260,-0.000000190,0.0,0.0,0.0,0.0,0.0,0.0
1764838901733056457,-1.921242316,44.631608561,0.000000001,0.991962678,0.000000000,0.000000000,-0.126530806,0.011984344,-0.002974979,-0.000000089,0.0,0.0,0.0,0.0,0.0,0.0
1764838901757948774,-1.921221706,44.631588925,0.000000002,0.991963161,0.000000000,0.000000000,-0.126527024,0.011503702,-0.002577034,0.000000012,0.0,0.0,0.0,0.0,0.0,0.0
1764838901783941912,-1.921183606,44.631545483,0.000000000,0.991963320,0.000000000,0.000000000,-0.126525774,0.010812079,-0.002341581,0.000000077,0.0,0.0,0.0,0.0,0.0,0.0
1764838901807906499,-1.921178185,44.631586202,0.000000000,0.991963200,0.000000000,0.000000000,-0.126526712,0.010700488,0.000722436,-0.000000025,0.0,0.0,0.0,0.0,0.0,0.0
1764838901833034449,-1.921261487,44.631623696,0.000000001,0.991962814,0.000000000,0.000000000,-0.126529739,0.010336125,0.001673233,-0.000000260,0.0,0.0,0.0,0.0,0.0,0.0
1764838901857932083,-1.921250724,44.631599990,-0.000000001,0.991962995,-0.000000000,-0.000000000,-0.126528322,0.010728699,-0.002231734,0.000000049,0.0,0.0,0.0,0.0,0.0,0.0
1764838901883126844,-1.921208716,44.631554417,-0.000000000,0.991962258,-0.000000000,-0.000000000,-0.126534098,0.010481603,-0.002772435,0.000000044,0.0,0.0,0.0,0.0,0.0,0.0
1764838901907874050,-1.921367546,44.631625139,0.000000000,0.991962538,0.000000000,0.000000000,-0.126531908,0.008517954,-0.000501534,-0.000000104,0.0,0.0,0.0,0.0,0.0,0.0
1764838901933253414,-1.921396361,44.631581338,0.000000000,0.991963083,0.000000000,0.000000000,-0.126527635,0.007848934,-0.001490135,0.000000010,0.0,0.0,0.0,0.0,0.0,0.0
1764838901957925877,-1.921360356,44.631509977,0.000000000,0.991963462,0.000000000,0.000000000,-0.126524659,0.008730536,-0.004001398,-0.000000006,0.0,0.0,0.0,0.0,0.0,0.0
1764838901983178092,-1.921205912,44.631397834,0.000000001,0.991964551,0.000000000,0.000000000,-0.126516122,0.010669942,-0.002624154,-0.000000119,0.0,0.0,0.0,0.0,0.0,0.0
1764838902007866374,-1.921154415,44.631337714,-0.000000001,0.991964789,0.000000000,0.000000000,-0.126514254,0.011353166,-0.005443387,0.000000219,0.0,0.0,0.0,0.0,0.0,0.0
1764838902033061323,-1.921200042,44.631320138,0.000000001,0.991964620,0.000000000,0.000000000,-0.126515585,0.010352368,-0.003378464,0.000000065,0.0,0.0,0.0,0.0,0.0,0.0
1764838902057863010,-1.921149110,44.631272838,0.000000001,0.991964209,0.000000000,0.000000000,-0.126518804,0.010082232,-0.002731543,-0.000000032,0.0,0.0,0.0,0.0,0.0,0.0
1764838902083175853,-1.921020321,44.631181508,0.000000001,0.991964043,0.000000000,0.000000000,-0.126520106,0.009904699,-0.001808605,-0.000000097,0.0,0.0,0.0,0.0,0.0,0.0
1764838902107803079,-1.920972463,44.631156698,0.000000000,0.991963878,0.000000000,0.000000000,-0.126521398,0.010271839,-0.003710920,0.000000068,0.0,0.0,0.0,0.0,0.0,0.0
1764838902133123424,-1.920652100,44.631015125,-0.000000001,0.991963826,0.000000000,-0.000000000,-0.126521806,0.012377127,-0.004559495,0.000000132,0.0,0.0,0.0,0.0,0.0,0.0
1764838902157911919,-1.920515789,44.630957239,0.000000001,0.991963810,0.000000000,0.000000000,-0.126521932,0.012638349,-0.002312895,-0.000000032,0.0,0.0,0.0,0.0,0.0,0.0
1764838902183156682,-1.920194483,44.630879815,-0.000000001,0.991962897,0.000000000,-0.000000000,-0.126529092,0.014640704,0.000572113,-0.000000035,0.0,0.0,0.0,0.0,0.0,0.0
1764838902208207827,-1.920066112,44.630781750,0.000000001,0.991963138,0.000000000,-0.000000000,-0.126527200,0.015174697,-0.003409549,-0.000000079,0.0,0.0,0.0,0.0,0.0,0.0
1764838902232991550,-1.920063863,44.630780595,0.000000000,0.991963526,0.000000000,0.000000000,-0.126524158,0.014260688,-0.003671403,0.000000067,0.0,0.0,0.0,0.0,0.0,0.0
1764838902257910020,-1.920092110,44.630809242,0.000000001,0.991962891,0.000000000,0.000000000,-0.126529135,0.012876161,-0.001125219,0.000000032,0.0,0.0,0.0,0.0,0.0,0.0
1764838902283235104,-1.920005190,44.630821864,-0.000000001,0.991962616,0.000000000,0.000000000,-0.126531293,0.012603251,0.000932210,0.000000006,0.0,0.0,0.0,0.0,0.0,0.0
1764838902307879808,-1.920074957,44.630784750,0.000000002,0.991962889,0.000000000,-0.000000000,-0.126529150,0.011794492,-0.002523355,-0.000000183,0.0,0.0,0.0,0.0,0.0,0.0
1764838902333036697,-1.920355869,44.630891059,0.000000001,0.991962929,0.000000000,0.000000000,-0.126528844,0.008661365,-0.003117923,0.000000071,0.0,0.0,0.0,0.0,0.0,0.0
1764838902358046629,-1.920459222,44.630948566,0.000000001,0.991962936,0.000000000,0.000000000,-0.126528782,0.007167586,-0.001048278,0.000000027,0.0,0.0,0.0,0.0,0.0,0.0
1764838902383192909,-1.920397572,44.630914835,-0.000000000,0.991962595,0.000000000,0.000000000,-0.126531458,0.008555325,-0.002260518,0.000000130,0.0,0.0,0.0,0.0,0.0,0.0
1764838902407960727,-1.920478836,44.630962826,0.000000002,0.991962187,0.000000000,0.000000000,-0.126534657,0.007988277,0.000811676,-0.000000268,0.0,0.0,0.0,0.0,0.0,0.0
1764838902433073539,-1.920662274,44.631077859,0.000000000,0.991961251,0.000000000,0.000000000,-0.126541995,0.006864208,-0.000224163,-0.000000058,0.0,0.0,0.0,0.0,0.0,0.0
1764838902457900989,-1.920691252,44.631097617,-0.000000000,0.991960561,0.000000000,0.000000000,-0.126547400,0.007121663,-0.001318945,0.000000011,0.0,0.0,0.0,0.0,0.0,0.0
1764838902483250338,-1.920749937,44.631097429,-0.000000000,0.991960844,0.000000000,0.000000000,-0.126545189,0.006377697,-0.004069215,0.000000164,0.0,0.0,0.0,0.0,0.0,0.0
1764838902507954504,-1.920824339,44.631175071,-0.000000001,0.991960145,0.000000000,0.000000000,-0.126550667,0.005649550,-0.000102325,0.000000044,0.0,0.0,0.0,0.0,0.0,0.0
1764838902532998215,-1.920973688,44.631213824,-0.000000000,0.991961098,0.000000000,0.000000000,-0.126543193,0.004934076,-0.002157674,-0.000000026,0.0,0.0,0.0,0.0,0.0,0.0
1764838902557888573,-1.920925751,44.631162468,0.000000000,0.991961472,-0.000000000,-0.000000000,-0.126540261,0.006457808,-0.002827270,-0.000000096,0.0,0.0,0.0,0.0,0.0,0.0
1764838902583273677,-1.920794931,44.631045389,0.000000000,0.991961529,-0.000000000,-0.000000000,-0.126539813,0.008658149,-0.005500241,0.000000046,0.0,0.0,0.0,0.0,0.0,0.0
1764838902607846970,-1.920807615,44.631101429,0.000000002,0.991961275,0.000000000,0.000000000,-0.126541806,0.008684639,-0.000090898,-0.000000248,0.0,0.0,0.0,0.0,0.0,0.0
1764838902633174944,-1.920642217,44.630996228,0.000000000,0.991962595,0.000000000,0.000000000,-0.126531456,0.010588256,-0.002450909,-0.000000007,0.0,0.0,0.0,0.0,0.0,0.0
1764838902657905857,-1.920522136,44.630963398,0.000000000,0.991962329,0.000000000,0.000000000,-0.126533543,0.012135454,-0.000886854,-0.000000106,0.0,0.0,0.0,0.0,0.0,0.0
1764838902683268994,-1.920330107,44.630870638,0.000000001,0.991962120,0.000000000,0.000000000,-0.126535184,0.013643264,-0.003025064,-0.000000068,0.0,0.0,0.0,0.0,0.0,0.0
1764838902707879280,-1.920311703,44.630892280,-0.000000001,0.991962015,0.000000000,0.000000000,-0.126536009,0.012988549,-0.002180600,0.000000184,0.0,0.0,0.0,0.0,0.0,0.0
1764838902732998474,-1.920330486,44.630927485,0.000000000,0.991961553,0.000000000,0.000000000,-0.126539626,0.011851608,-0.001412942,0.000000046,0.0,0.0,0.0,0.0,0.0,0.0
1764838902757963315,-1.920315926,44.630951207,0.000000001,0.991960988,0.000000000,0.000000000,-0.126544058,0.010853671,0.000790488,-0.000000181,0.0,0.0,0.0,0.0,0.0,0.0
1764838902783338424,-1.920206971,44.630907746,0.000000002,0.991960427,0.000000000,0.000000000,-0.126548454,0.010531426,-0.001495227,-0.000000164,0.0,0.0,0.0,0.0,0.0,0.0
1764838902807871326,-1.920175824,44.630892124,-0.000000000,0.991961076,0.000000000,0.000000000,-0.126543369,0.010112196,-0.003797700,0.000000168,0.0,0.0,0.0,0.0,0.0,0.0
1764838902833102607,-1.920162086,44.630888302,-0.000000000,0.991962303,0.000000000,0.000000000,-0.126533751,0.009607718,-0.003566583,0.000000107,0.0,0.0,0.0,0.0,0.0,0.0
1764838902857996468,-1.920157783,44.630921501,0.000000001,0.991962877,0.000000000,0.000000000,-0.126529251,0.008645945,0.000907287,-0.000000216,0.0,0.0,0.0,0.0,0.0,0.0
1764838902883304871,-1.920042849,44.630874290,0.000000002,0.991963574,0.000000000,0.000000000,-0.126523782,0.009056729,-0.000698996,-0.000000276,0.0,0.0,0.0,0.0,0.0,0.0
1764838902907953249,-1.920011442,44.630882965,-0.000000001,0.991964107,0.000000000,0.000000000,-0.126519604,0.009011932,-0.002843406,0.000000181,0.0,0.0,0.0,0.0,0.0,0.0
1764838902933033431,-1.920047030,44.630964430,-0.000000000,0.991964107,0.000000000,0.000000000,-0.126519607,0.008319859,-0.002063060,0.000000127,0.0,0.0,0.0,0.0,0.0,0.0
1764838902957887615,-1.920052860,44.631039183,0.000000001,0.991963698,0.000000000,0.000000000,-0.126522814,0.007637688,0.002583622,-0.000000166,0.0,0.0,0.0,0.0,0.0,0.0
1764838902983247743,-1.919939266,44.631047794,0.000000002,0.991963131,0.000000000,0.000000000,-0.126527253,0.008485835,0.002044253,-0.000000250,0.0,0.0,0.0,0.0,0.0,0.0
1764838903007917736,-1.919867875,44.631072369,-0.000000000,0.991962908,0.000000000,0.000000000,-0.126529008,0.009448390,-0.001890787,0.000000222,0.0,0.0,0.0,0.0,0.0,0.0
1764838903033073421,-1.919886845,44.631164894,0.000000001,0.991961417,0.000000000,0.000000000,-0.126540691,0.009299170,-0.001853635,0.000000136,0.0,0.0,0.0,0.0,0.0,0.0
1764838903057999157,-1.919798042,44.631173613,0.000000002,0.991961208,0.000000000,0.000000000,-0.126542328,0.010125566,-0.000273358,-0.000000059,0.0,0.0,0.0,0.0,0.0,0.0
1764838903083223319,-1.919609016,44.631054309,0.000000002,0.991961055,0.000000000,0.000000000,-0.126543531,0.011731874,-0.001404831,-0.000000173,0.0,0.0,0.0,0.0,0.0,0.0
1764838903107889771,-1.919636021,44.631065578,0.000000000,0.991961525,0.000000000,0.000000000,-0.126539844,0.011184765,-0.003687538,0.000000105,0.0,0.0,0.0,0.0,0.0,0.0
1764838903133246750,-1.919399537,44.630945954,0.000000000,0.991962024,0.000000000,0.000000000,-0.126535939,0.012333767,-0.004198981,0.000000040,0.0,0.0,0.0,0.0,0.0,0.0
1764838903157928857,-1.919286791,44.630960468,0.000000001,0.991962494,0.000000000,0.000000000,-0.126532253,0.012327214,-0.000255050,0.000000008,0.0,0.0,0.0,0.0,0.0,0.0
1764838903183281568,-1.919116826,44.630903820,0.000000000,0.991962475,0.000000000,0.000000000,-0.126532398,0.012033311,0.002483635,-0.000000231,0.0,0.0,0.0,0.0,0.0,0.0
1764838903207912436,-1.919047693,44.630857190,0.000000001,0.991962983,0.000000000,-0.000000000,-0.126528417,0.012103622,-0.003063613,0.000000029,0.0,0.0,0.0,0.0,0.0,0.0
1764838903233125169,-1.919050634,44.630961753,0.000000001,0.991962625,0.000000000,0.000000000,-0.126531227,0.010537275,-0.000427068,0.000000031,0.0,0.0,0.0,0.0,0.0,0.0
1764838903257926804,-1.918946704,44.630988402,0.000000000,0.991962264,0.000000000,0.000000000,-0.126534057,0.011040782,-0.001251607,0.000000100,0.0,0.0,0.0,0.0,0.0,0.0
1764838903283488469,-1.918867629,44.631053033,-0.000000000,0.991961748,0.000000000,0.000000000,-0.126538097,0.010644647,0.001552558,0.000000038,0.0,0.0,0.0,0.0,0.0,0.0
1764838903307912150,-1.918862047,44.631134306,0.000000000,0.991961138,0.000000000,0.000000000,-0.126542879,0.010202779,0.001518670,-0.000000016,0.0,0.0,0.0,0.0,0.0,0.0
1764838903332964161,-1.919011197,44.631320806,0.000000001,0.991961227,0.000000000,0.000000000,-0.126542181,0.007967237,0.002640270,-0.000000165,0.0,0.0,0.0,0.0,0.0,0.0
1764838903357883566,-1.919059176,44.631383747,-0.000000001,0.991961059,0.000000000,-0.000000000,-0.126543503,0.007114222,-0.001743482,0.000000144,0.0,0.0,0.0,0.0,0.0,0.0
1764838903383281363,-1.918989299,44.631473175,-0.000000001,0.991960817,0.000000000,-0.000000000,-0.126545397,0.007559190,-0.000503727,0.000000127,0.0,0.0,0.0,0.0,0.0,0.0
1764838903407861059,-1.919030426,44.631570872,0.000000000,0.991960348,0.000000000,0.000000000,-0.126549070,0.006986750,0.001418240,-0.000000050,0.0,0.0,0.0,0.0,0.0,0.0
1764838903433140776,-1.919041020,44.631707544,0.000000000,0.991960173,0.000000000,0.000000000,-0.126550448,0.007778037,0.001711614,-0.000000067,0.0,0.0,0.0,0.0,0.0,0.0
1764838903457984685,-1.919004737,44.631700581,-0.000000001,0.991960377,-0.000000000,-0.000000000,-0.126548847,0.008753840,-0.003030251,0.000000048,0.0,0.0,0.0,0.0,0.0,0.0
1764838903483699651,-1.918916460,44.631737915,0.000000000,0.991961059,0.000000000,0.000000000,-0.126543499,0.009439306,-0.002068617,0.000000095,0.0,0.0,0.0,0.0,0.0,0.0
1764838903507970144,-1.918949602,44.631801255,0.000000000,0.991961506,0.000000000,0.000000000,-0.126539998,0.008673063,-0.001330338,0.000000052,0.0,0.0,0.0,0.0,0.0,0.0
1764838903533105194,-1.918997845,44.631981154,0.000000001,0.991962055,0.000000000,0.000000000,-0.126535690,0.007872652,0.001746647,-0.000000004,0.0,0.0,0.0,0.0,0.0,0.0
1764838903557939507,-1.918955513,44.631977494,0.000000001,0.991962804,0.000000000,0.000000000,-0.126529820,0.008324854,-0.001133385,-0.000000125,0.0,0.0,0.0,0.0,0.0,0.0
1764838903583286791,-1.918843443,44.632041849,0.000000000,0.991963120,0.000000000,0.000000000,-0.126527340,0.008482391,-0.001027337,0.000000068,0.0,0.0,0.0,0.0,0.0,0.0
1764838903608114356,-1.918755215,44.632140207,0.000000000,0.991963452,0.000000000,0.000000000,-0.126524738,0.008157387,0.001482731,0.000000038,0.0,0.0,0.0,0.0,0.0,0.0
1764838903633071269,-1.918731446,44.632309364,0.000000000,0.991963771,0.000000000,0.000000000,-0.126522236,0.007649705,0.002303191,0.000000045,0.0,0.0,0.0,0.0,0.0,0.0
1764838903658001109,-1.918628516,44.632398962,0.000000001,0.991963107,-0.000000000,0.000000000,-0.126527449,0.008104834,0.004483776,-0.000000194,0.0,0.0,0.0,0.0,0.0,0.0
1764838903683332595,-1.918478035,44.632461487,0.000000001,0.991964121,0.000000000,0.000000000,-0.126519498,0.008973334,0.001295314,-0.000000036,0.0,0.0,0.0,0.0,0.0,0.0
1764838903708079476,-1.918467894,44.632540680,-0.000000000,0.991963991,0.000000000,0.000000000,-0.126520511,0.008717088,0.000060449,0.000000141,0.0,0.0,0.0,0.0,0.0,0.0
1764838903733024951,-1.918602199,44.632747305,0.000000000,0.991964005,-0.000000000,0.000000000,-0.126520402,0.007198040,0.000007101,0.000000185,0.0,0.0,0.0,0.0,0.0,0.0
1764838903757901752,-1.918573438,44.632845177,0.000000003,0.991963601,-0.000000000,0.000000000,-0.126523573,0.008144267,0.005357260,-0.000000341,0.0,0.0,0.0,0.0,0.0,0.0
1764838903783299341,-1.918496942,44.632902777,0.000000001,0.991963529,0.000000000,0.000000000,-0.126524140,0.009492167,0.000977253,-0.000000080,0.0,0.0,0.0,0.0,0.0,0.0
1764838903807966253,-1.918487730,44.632993077,0.000000000,0.991962520,0.000000000,0.000000000,-0.126532045,0.010234363,0.000924984,0.000000090,0.0,0.0,0.0,0.0,0.0,0.0
1764838903833047671,-1.918756538,44.633192524,0.000000000,0.991962396,-0.000000000,0.000000000,-0.126533023,0.007767809,-0.001564686,0.000000247,0.0,0.0,0.0,0.0,0.0,0.0
1764838903857898396,-1.918872793,44.633279842,0.000000002,0.991962547,0.000000000,0.000000000,-0.126531833,0.006447347,0.000867897,-0.000000058,0.0,0.0,0.0,0.0,0.0,0.0
1764838903883311038,-1.918914369,44.633320798,0.000000001,0.991962985,0.000000000,0.000000000,-0.126528401,0.006250446,-0.000146499,-0.000000008,0.0,0.0,0.0,0.0,0.0,0.0
1764838903907888778,-1.918937412,44.633356097,0.000000002,0.991963270,0.000000000,0.000000000,-0.126526167,0.006847178,-0.000300518,-0.000000074,0.0,0.0,0.0,0.0,0.0,0.0
1764838903933037207,-1.919090852,44.633465065,0.000000001,0.991963820,0.000000000,0.000000000,-0.126521858,0.006749374,-0.001690572,0.000000011,0.0,0.0,0.0,0.0,0.0,0.0
1764838903957908600,-1.919153978,44.633585366,0.000000001,0.991963764,0.000000000,0.000000000,-0.126522295,0.006422246,0.001446914,0.000000099,0.0,0.0,0.0,0.0,0.0,0.0
1764838903983423419,-1.919171022,44.633660423,0.000000001,0.991963627,0.000000000,0.000000000,-0.126523367,0.006812949,0.002036202,-0.000000021,0.0,0.0,0.0,0.0,0.0,0.0
1764838904007906160,-1.919185400,44.633729041,0.000000002,0.991963491,0.000000000,0.000000000,-0.126524435,0.007775320,0.002353513,-0.000000098,0.0,0.0,0.0,0.0,0.0,0.0
1764838904033417811,-1.919408046,44.633890929,0.000000001,0.991962941,0.000000000,0.000000000,-0.126528744,0.006913930,-0.001191399,0.000000003,0.0,0.0,0.0,0.0,0.0,0.0
1764838904057971823,-1.919463296,44.634029827,0.000000001,0.991962234,-0.000000000,0.000000000,-0.126534292,0.006407509,0.002022149,0.000000163,0.0,0.0,0.0,0.0,0.0,0.0
1764838904083401104,-1.919416444,44.634090012,0.000000001,0.991962031,-0.000000000,0.000000000,-0.126535878,0.007237810,0.001632633,0.000000036,0.0,0.0,0.0,0.0,0.0,0.0
1764838904107948664,-1.919429777,44.634161160,0.000000002,0.991962313,-0.000000000,0.000000000,-0.126533670,0.007157811,0.002892708,-0.000000165,0.0,0.0,0.0,0.0,0.0,0.0
1764838904133116938,-1.919428042,44.634248038,0.000000001,0.991962499,-0.000000000,0.000000000,-0.126532214,0.007086474,0.000764148,-0.000000123,0.0,0.0,0.0,0.0,0.0,0.0
1764838904157938935,-1.919331961,44.634276699,-0.000000000,0.991963126,-0.000000000,0.000000000,-0.126527293,0.008282796,-0.000731294,0.000000150,0.0,0.0,0.0,0.0,0.0,0.0
1764838904183494040,-1.919215910,44.634282019,0.000000000,0.991963424,0.000000000,0.000000000,-0.126524957,0.008939863,0.000215301,0.000000073,0.0,0.0,0.0,0.0,0.0,0.0
1764838904207893667,-1.919103005,44.634347629,0.000000001,0.991963381,0.000000000,0.000000000,-0.126525298,0.010166631,0.003245062,-0.000000049,0.0,0.0,0.0,0.0,0.0,0.0
1764838904233088861,-1.919085076,44.634465223,0.000000000,0.991963013,0.000000000,0.000000000,-0.126528182,0.010772545,0.004143740,-0.000000159,0.0,0.0,0.0,0.0,0.0,0.0
1764838904257990133,-1.919058722,44.634515691,-0.000000001,0.991963267,0.000000000,-0.000000000,-0.126526189,0.010949734,0.000785871,0.000000061,0.0,0.0,0.0,0.0,0.0,0.0
1764838904283491245,-1.918954898,44.634591815,-0.000000000,0.991962855,0.000000000,-0.000000000,-0.126529418,0.011281822,0.001390576,0.000000063,0.0,0.0,0.0,0.0,0.0,0.0
1764838904307926020,-1.918965997,44.634743322,-0.000000000,0.991962429,0.000000000,0.000000000,-0.126532758,0.010630076,0.005332747,0.000000001,0.0,0.0,0.0,0.0,0.0,0.0
1764838904332979096,-1.919128702,44.634933550,-0.000000000,0.991961348,0.000000000,-0.000000000,-0.126541235,0.008669640,0.005225949,-0.000000118,0.0,0.0,0.0,0.0,0.0,0.0
1764838904357907194,-1.919180562,44.634983134,-0.000000001,0.991961372,0.000000000,-0.000000000,-0.126541047,0.008159189,0.000066440,0.000000113,0.0,0.0,0.0,0.0,0.0,0.0
1764838904383392225,-1.919210025,44.635056198,-0.000000000,0.991961255,0.000000000,-0.000000000,-0.126541963,0.007179942,-0.000564394,0.000000125,0.0,0.0,0.0,0.0,0.0,0.0
1764838904407896478,-1.919341629,44.635189072,-0.000000001,0.991961657,0.000000000,-0.000000000,-0.126538813,0.005287477,0.002700003,0.000000057,0.0,0.0,0.0,0.0,0.0,0.0
1764838904433045615,-1.919541605,44.635316806,0.000000000,0.991962441,0.000000000,-0.000000000,-0.126532663,0.003828085,0.003261681,-0.000000077,0.0,0.0,0.0,0.0,0.0,0.0
1764838904457924547,-1.919585928,44.635316774,-0.000000001,0.991963708,0.000000000,-0.000000000,-0.126522733,0.004324063,-0.001322192,0.000000008,0.0,0.0,0.0,0.0,0.0,0.0
1764838904483355528,-1.919552308,44.635356594,0.000000000,0.991964859,0.000000000,-0.000000000,-0.126513710,0.005639777,0.000444429,-0.000000017,0.0,0.0,0.0,0.0,0.0,0.0
1764838904507879289,-1.919528201,44.635386735,-0.000000001,0.991965412,0.000000000,-0.000000000,-0.126509372,0.007173908,-0.000610912,0.000000198,0.0,0.0,0.0,0.0,0.0,0.0
1764838904533081131,-1.919686392,44.635527471,0.000000000,0.991965407,0.000000000,0.000000000,-0.126509414,0.006377389,0.001469269,0.000000095,0.0,0.0,0.0,0.0,0.0,0.0
1764838904557925907,-1.919664716,44.635585602,0.000000001,0.991964985,-0.000000000,0.000000000,-0.126512725,0.007005769,0.002241088,-0.000000026,0.0,0.0,0.0,0.0,0.0,0.0
1764838904583477571,-1.919546823,44.635637102,0.000000003,0.991964647,-0.000000000,0.000000000,-0.126515371,0.008210728,0.004002564,-0.000000211,0.0,0.0,0.0,0.0,0.0,0.0
1764838904607990742,-1.919430953,44.635634852,-0.000000000,0.991964492,-0.000000000,0.000000000,-0.126516586,0.009292092,-0.002723106,0.000000311,0.0,0.0,0.0,0.0,0.0,0.0
1764838904633072174,-1.919466172,44.635785685,0.000000000,0.991964127,-0.000000000,0.000000000,-0.126519451,0.007807578,0.000903306,0.000000157,0.0,0.0,0.0,0.0,0.0,0.0
1764838904657954769,-1.919417069,44.635838038,0.000000002,0.991963954,-0.000000000,0.000000000,-0.126520805,0.007498190,0.003780698,-0.000000152,0.0,0.0,0.0,0.0,0.0,0.0
1764838904683271183,-1.919354285,44.635915759,0.000000001,0.991964373,-0.000000000,0.000000000,-0.126517521,0.006706630,0.004081228,-0.000000157,0.0,0.0,0.0,0.0,0.0,0.0
1764838904707966389,-1.919274097,44.635958537,-0.000000000,0.991964176,-0.000000000,0.000000000,-0.126519063,0.007294942,0.001055069,0.000000179,0.0,0.0,0.0,0.0,0.0,0.0
1764838904733056308,-1.919271914,44.636132676,0.000000000,0.991963985,-0.000000000,0.000000000,-0.126520563,0.006857514,0.002769028,0.000000175,0.0,0.0,0.0,0.0,0.0,0.0
1764838904757930725,-1.919259384,44.636227214,0.000000001,0.991963701,-0.000000000,0.000000000,-0.126522785,0.006543681,0.004185616,-0.000000021,0.0,0.0,0.0,0.0,0.0,0.0
